Name,Type,Minimum,Maximum,Length,Direction
gene=mcrA,gene=mcrA,1210346,1211179,834,forward
gene=pinE,gene=pinE,1209685,1210239,555,forward
gene=tfaE,gene=tfaE,1208517,1209119,603,reverse
gene=tfaP,gene=tfaP,1208132,1208545,414,forward
gene=stfP,gene=stfP,1207501,1208130,630,forward
gene=ymfQ,gene=ymfQ,1206913,1207497,585,forward
gene=ymfR,gene=ymfR,1205549,1205731,183,forward
gene=ymfM,gene=ymfM,1203822,1204160,339,forward
gene=ymfL,gene=ymfL,1203268,1203825,558,forward
gene=croE,gene=croE,1203024,1203224,201,forward
gene=cohE,gene=cohE,1202259,1202933,675,reverse
gene=ymfJ,gene=ymfJ,1201776,1202084,309,reverse
gene=ymfI,gene=ymfI,1201497,1201838,342,forward
gene=xisE,gene=xisE,1200787,1201032,246,reverse
gene=intE,gene=intE,1199679,1200806,1128,reverse
gene=lit,gene=lit,1198695,1199588,894,forward
gene=ymfE,gene=ymfE,1197533,1198237,705,reverse
gene=ymfD,gene=ymfD,1196867,1197532,666,reverse
gene=icd,gene=icd,1195123,1196373,1251,forward
gene=rluE,gene=rluE,1194298,1194951,654,reverse
gene=nudJ,gene=nudJ,1193827,1194288,462,reverse
gene=mnmA,gene=mnmA,1192667,1193773,1107,reverse
gene=hflD,gene=hflD,1191990,1192631,642,reverse
gene=purB,gene=purB,1190616,1191986,1371,reverse
gene=phoP,gene=phoP,1189776,1190447,672,reverse
gene=phoQ,gene=phoQ,1188316,1189776,1461,reverse
gene=roxA,gene=roxA,1187119,1188240,1122,reverse
gene=pepT,gene=pepT,1185844,1187070,1227,forward
gene=potA,gene=potA,1184458,1185594,1137,reverse
gene=potB,gene=potB,1183617,1184444,828,reverse
gene=potC,gene=potC,1182826,1183620,795,reverse
gene=potD,gene=potD,1181783,1182829,1047,reverse
gene=ymfA,gene=ymfA,1181264,1181725,462,reverse
gene=ycfZ,gene=ycfZ,1180479,1181267,789,reverse
gene=cobB,gene=cobB,1179631,1180359,729,forward
gene=nagK,gene=nagK,1178593,1179504,912,forward
gene=lolE,gene=lolE,1177320,1178564,1245,forward
gene=lolD,gene=lolD,1176619,1177320,702,forward
gene=lolC,gene=lolC,1175427,1176626,1200,forward
gene=ycfT,gene=ycfT,1174092,1175165,1074,reverse
gene=mfd,gene=mfd,1170518,1173964,3447,reverse
gene=ldtC,gene=ldtC,1169412,1170374,963,reverse
gene=bhsA,gene=bhsA,1169073,1169330,258,forward
gene=ycfQ,gene=ycfQ,1168200,1168832,633,reverse
gene=ycfJ,gene=ycfJ,1167599,1168138,540,forward
gene=ndh,gene=ndh,1166085,1167389,1305,forward
gene=ycfP,gene=ycfP,1165143,1165685,543,forward
gene=nagZ,gene=nagZ,1164095,1165120,1026,forward
gene=thiK,gene=thiK,1163260,1164084,825,forward
gene=lpoB,gene=lpoB,1162638,1163279,642,forward
gene=ycfL,gene=ycfL,1162247,1162624,378,forward
gene=hinT,gene=hinT,1161885,1162244,360,forward
gene=fhuE,gene=fhuE,1159362,1161551,2190,reverse
gene=ptsG,gene=ptsG,1157869,1159302,1434,forward
gene=ycfH,gene=ycfH,1156777,1157574,798,forward
gene=holB,gene=holB,1155762,1156766,1005,forward
gene=tmk,gene=tmk,1155124,1155765,642,forward
gene=yceG,gene=yceG,1154112,1155134,1023,forward
gene=pabC,gene=pabC,1153300,1154109,810,forward
gene=fabF,gene=fabF,1151939,1153180,1242,forward
gene=acpP,gene=acpP,1151615,1151851,237,forward
gene=fabG,gene=fabG,1150670,1151404,735,forward
gene=fabD,gene=fabD,1149728,1150657,930,forward
gene=fabH,gene=fabH,1148759,1149712,954,forward
gene=plsX,gene=plsX,1147621,1148691,1071,forward
gene=rpmF,gene=rpmF,1147367,1147540,174,forward
gene=yceD,gene=yceD,1146794,1147315,522,forward
gene=yceF,gene=yceF,1146011,1146595,585,reverse
gene=rluC,gene=rluC,1144940,1145899,960,forward
gene=yceQ,gene=yceQ,1144502,1144822,321,forward
gene=rne,gene=rne,1141182,1144367,3186,reverse
gene=flgL,gene=flgL,1140033,1140986,954,forward
gene=flgK,gene=flgK,1138378,1140021,1644,forward
gene=flgJ,gene=flgJ,1137371,1138312,942,forward
gene=flgI,gene=flgI,1136274,1137371,1098,forward
gene=flgH,gene=flgH,1135564,1136262,699,forward
gene=flgG,gene=flgG,1134729,1135511,783,forward
gene=flgF,gene=flgF,1133802,1134557,756,forward
gene=flgE,gene=flgE,1132574,1133782,1209,forward
gene=flgD,gene=flgD,1131854,1132549,696,forward
gene=flgC,gene=flgC,1131438,1131842,405,forward
gene=flgB,gene=flgB,1131018,1131434,417,forward
gene=flgA,gene=flgA,1130204,1130863,660,reverse
gene=flgM,gene=flgM,1129835,1130128,294,reverse
gene=flgN,gene=flgN,1129414,1129830,417,reverse
gene=murJ,gene=murJ,1127839,1129374,1536,forward
gene=yceM,gene=yceM,1126806,1127729,924,forward
gene=yceH,gene=yceH,1126157,1126804,648,forward
gene=rimJ,gene=rimJ,1125562,1126146,585,forward
gene=mdtH,gene=mdtH,1124118,1125326,1209,reverse
gene=grxB,gene=grxB,1123407,1124054,648,reverse
gene=yceB,gene=yceB,1122713,1123273,561,reverse
gene=pyrC,gene=pyrC,1121561,1122607,1047,reverse
gene=dinI,gene=dinI,1121242,1121487,246,reverse
gene=bssS,gene=bssS,1120701,1120955,255,reverse
gene=solA,gene=solA,1119468,1120586,1119,reverse
gene=yceO,gene=yceO,1119307,1119447,141,reverse
gene=yceJ,gene=yceJ,1118480,1119046,567,reverse
gene=yceI,gene=yceI,1117901,1118476,576,reverse
gene=yceA,gene=yceA,1116807,1117859,1053,forward
gene=lpxL,gene=lpxL,1115662,1116582,921,reverse
gene=mdtG,gene=mdtG,1114264,1115490,1227,reverse
gene=msyB,gene=msyB,1113807,1114181,375,reverse
gene=yceK,gene=yceK,1113579,1113806,228,forward
gene=opgH,gene=opgH,1110863,1113406,2544,forward
gene=opgG,gene=opgG,1109335,1110870,1536,forward
gene=opgC,gene=opgC,1107784,1108941,1158,reverse
gene=clsC,gene=clsC,1106355,1107776,1422,forward
gene=ymdB,gene=ymdB,1105820,1106353,534,forward
gene=ymdA,gene=ymdA,1105414,1105725,312,forward
gene=csgC,gene=csgC,1104961,1105293,333,forward
gene=csgA,gene=csgA,1104447,1104902,456,forward
gene=csgB,gene=csgB,1103951,1104406,456,forward
gene=csgD,gene=csgD,1102546,1103196,651,reverse
gene=csgE,gene=csgE,1102152,1102541,390,reverse
gene=csgF,gene=csgF,1101711,1102127,417,reverse
gene=csgG,gene=csgG,1100851,1101684,834,reverse
gene=ycdZ,gene=ycdZ,1100296,1100787,492,forward
gene=ycdY,gene=ycdY,1099640,1100194,555,forward
gene=ycdX,gene=ycdX,1098879,1099616,738,forward
gene=ghrA,gene=ghrA,1097886,1098824,939,forward
gene=ycdU,gene=ycdU,1095843,1096829,987,forward
gene=insE1,gene=insE1,1095138,1095437,300,reverse
gene=insF1,gene=insF1,1094275,1095141,867,reverse
gene=ycdT,gene=ycdT,1092876,1094234,1359,forward
gene=pgaA,gene=pgaA,1089866,1092289,2424,reverse
gene=pgaB,gene=pgaB,1087839,1089857,2019,reverse
gene=pgaC,gene=pgaC,1086521,1087846,1326,reverse
gene=pgaD,gene=pgaD,1086106,1086519,414,reverse
gene=phoH,gene=phoH,1084992,1086056,1065,forward
gene=efeB,gene=efeB,1083376,1084647,1272,forward
gene=efeO,gene=efeO,1082243,1083370,1128,forward
gene=putP,gene=putP,1079305,1080813,1509,forward
gene=putA,gene=putA,1074920,1078882,3963,reverse
gene=rutR,gene=rutR,1074242,1074880,639,forward
gene=rutA,gene=rutA,1072863,1074011,1149,reverse
gene=rutB,gene=rutB,1072171,1072863,693,reverse
gene=rutC,gene=rutC,1071773,1072159,387,reverse
gene=rutD,gene=rutD,1070965,1071765,801,reverse
gene=rutE,gene=rutE,1070365,1070955,591,reverse
gene=rutF,gene=rutF,1069860,1070354,495,reverse
gene=rutG,gene=rutG,1068511,1069839,1329,reverse
gene=ymdF,gene=ymdF,1068081,1068254,174,forward
gene=wrbA,gene=wrbA,1067112,1067708,597,reverse
gene=yccJ,gene=yccJ,1066864,1067091,228,reverse
gene=agp,gene=agp,1065585,1066826,1242,forward
gene=yccE,gene=yccE,1064036,1065292,1257,forward
gene=cbpA,gene=cbpA,1062855,1063775,921,reverse
gene=cbpM,gene=cbpM,1062550,1062855,306,reverse
gene=torD,gene=torD,1061799,1062398,600,forward
gene=torA,gene=torA,1059256,1061802,2547,forward
gene=torC,gene=torC,1058084,1059256,1173,forward
gene=torR,gene=torR,1057262,1057954,693,reverse
gene=torT,gene=torT,1056261,1057289,1029,forward
gene=torS,gene=torS,1053434,1056178,2745,reverse
gene=yccM,gene=yccM,1052289,1053362,1074,reverse
gene=gnsA,gene=gnsA,1052067,1052240,174,forward
gene=ymcE,gene=ymcE,1051847,1052077,231,forward
gene=cspG,gene=cspG,1051461,1051673,213,forward
gene=cspH,gene=cspH,1050963,1051175,213,reverse
gene=insB1,gene=insB1,1050027,1050530,504,forward
gene=insA,gene=insA,1049833,1050108,276,forward
gene=gfcA,gene=gfcA,1049439,1049744,306,reverse
gene=gfcB,gene=gfcB,1048688,1049332,645,reverse
gene=gfcC,gene=gfcC,1047945,1048691,747,reverse
gene=gfcD,gene=gfcD,1045849,1047945,2097,reverse
gene=gfcE,gene=gfcE,1044664,1045803,1140,reverse
gene=etp,gene=etp,1044230,1044676,447,reverse
gene=etk,gene=etk,1042030,1044210,2181,reverse
gene=appA,gene=appA,1040617,1041915,1299,forward
gene=cbdX,gene=cbdX,1040445,1040537,93,forward
gene=cbdB,gene=cbdB,1039296,1040432,1137,forward
gene=cbdA,gene=cbdA,1037740,1039284,1545,forward
gene=hyaF,gene=hyaF,1036749,1037606,858,forward
gene=hyaE,gene=hyaE,1036354,1036752,399,forward
gene=hyaD,gene=hyaD,1035770,1036357,588,forward
gene=hyaC,gene=hyaC,1035066,1035773,708,forward
gene=hyaB,gene=hyaB,1033254,1035047,1794,forward
gene=hyaA,gene=hyaA,1032139,1033257,1119,forward
gene=yccA,gene=yccA,1030759,1031418,660,reverse
gene=tusE,gene=tusE,1030339,1030668,330,reverse
gene=yccX,gene=yccX,1030064,1030342,279,forward
gene=rlmI,gene=rlmI,1028779,1029969,1191,reverse
gene=hspQ,gene=hspQ,1028404,1028721,318,reverse
gene=yccU,gene=yccU,1027946,1028359,414,forward
gene=yccT,gene=yccT,1027111,1027773,663,reverse
gene=mgsA,gene=mgsA,1026557,1027015,459,reverse
gene=helD,gene=helD,1024471,1026525,2055,forward
gene=yccF,gene=yccF,1023902,1024348,447,reverse
gene=yccS,gene=yccS,1021730,1023883,2154,reverse
gene=sxy,gene=sxy,1021138,1021767,630,forward
gene=sulA,gene=sulA,1020410,1020919,510,reverse
gene=ompA,gene=ompA,1019013,1020053,1041,reverse
gene=matP,gene=matP,1018485,1018937,453,forward
gene=ycbZ,gene=ycbZ,1016539,1018299,1761,reverse
gene=fabA,gene=fabA,1015952,1016470,519,reverse
gene=rmf,gene=rmf,1015715,1015882,168,forward
gene=pqiC,gene=pqiC,1014896,1015459,564,forward
gene=pqiB,gene=pqiB,1013259,1014899,1641,forward
gene=pqiA,gene=pqiA,1012001,1013254,1254,forward
gene=uup,gene=uup,1009964,1011871,1908,forward
gene=rlmL,gene=rlmL,1007844,1009952,2109,forward
gene=ycbX,gene=ycbX,1006491,1007600,1110,reverse
gene=zapC,gene=zapC,1005952,1006494,543,forward
gene=pyrD,gene=pyrD,1004768,1005778,1011,forward
gene=ycbF,gene=ycbF,1003947,1004657,711,forward
gene=ycbV,gene=ycbV,1003439,1003954,516,forward
gene=ycbU,gene=ycbU,1002889,1003431,543,forward
gene=elfG,gene=elfG,1001807,1002877,1071,forward
gene=elfC,gene=elfC,999216,1001816,2601,forward
gene=elfD,gene=elfD,998490,999191,702,forward
gene=elfA,gene=elfA,997868,998407,540,forward
gene=ssuE,gene=ssuE,996937,997512,576,reverse
gene=ssuA,gene=ssuA,995985,996944,960,reverse
gene=ssuD,gene=ssuD,994843,995988,1146,reverse
gene=ssuC,gene=ssuC,994041,994832,792,reverse
gene=ssuB,gene=ssuB,993277,994044,768,reverse
gene=pepN,gene=pepN,990622,993234,2613,forward
gene=pncB,gene=pncB,989154,990356,1203,reverse
gene=asnS,gene=asnS,987585,988985,1401,reverse
gene=ompF,gene=ompF,985894,986982,1089,reverse
gene=aspC,gene=aspC,984519,985709,1191,reverse
gene=ycbL,gene=ycbL,983650,984297,648,forward
gene=ycbK,gene=ycbK,983075,983623,549,forward
gene=ldtD,gene=ldtD,981047,982894,1848,forward
gene=mukB,gene=mukB,976326,980786,4461,forward
gene=mukE,gene=mukE,975622,976326,705,forward
gene=mukF,gene=mukF,974319,975641,1323,forward
gene=smtA,gene=smtA,973537,974322,786,forward
gene=elyC,gene=elyC,972622,973401,780,reverse
gene=ycbJ,gene=ycbJ,971752,972645,894,forward
gene=kdsB,gene=kdsB,970852,971598,747,forward
gene=ycaR,gene=ycaR,970673,970855,183,forward
gene=ycaQ,gene=ycaQ,969389,970621,1233,forward
gene=lpxK,gene=lpxK,968366,969352,987,forward
gene=msbA,gene=msbA,966621,968369,1749,forward
gene=ycaI,gene=ycaI,964320,966584,2265,forward
gene=ihfB,gene=ihfB,963828,964112,285,forward
gene=rpsA,gene=rpsA,961995,963668,1674,forward
gene=cmk,gene=cmk,961201,961884,684,forward
gene=ycaL,gene=ycaL,960264,961028,765,forward
gene=aroA,gene=aroA,958812,960095,1284,forward
gene=serC,gene=serC,957653,958741,1089,forward
gene=ycaP,gene=ycaP,956762,957454,693,forward
gene=ycaO,gene=ycaO,954872,956632,1761,reverse
gene=focA,gene=focA,953609,954466,858,reverse
gene=pflB,gene=pflB,951272,953554,2283,reverse
gene=pflA,gene=pflA,950340,951080,741,reverse
gene=ycaK,gene=ycaK,949668,950258,591,forward
gene=ycaN,gene=ycaN,948660,949568,909,reverse
gene=ycaM,gene=ycaM,947229,948659,1431,forward
gene=ycaD,gene=ycaD,945871,947019,1149,forward
gene=ycaC,gene=ycaC,944931,945557,627,reverse
gene=dmsC,gene=dmsC,944033,944896,864,forward
gene=dmsB,gene=dmsB,943414,944031,618,forward
gene=dmsA,gene=dmsA,940959,943403,2445,forward
gene=serS,gene=serS,939428,940720,1293,forward
gene=rarA,gene=rarA,937994,939337,1344,forward
gene=lolA,gene=lolA,937372,937983,612,forward
gene=ftsK,gene=ftsK,933224,937213,3990,forward
gene=lrp,gene=lrp,932595,933089,495,forward
gene=trxB,gene=trxB,931085,932050,966,reverse
gene=cydD,gene=cydD,929196,930962,1767,reverse
gene=cydC,gene=cydC,927474,929195,1722,reverse
gene=aat,gene=aat,926728,927432,705,reverse
gene=infA,gene=infA,926225,926443,219,reverse
gene=clpA,gene=clpA,923264,925540,2277,forward
gene=clpS,gene=clpS,922913,923233,321,forward
gene=cspD,gene=cspD,922366,922590,225,reverse
gene=macB,gene=macB,920347,922293,1947,forward
gene=macA,gene=macA,919235,920350,1116,forward
gene=ybjX,gene=ybjX,918128,919120,993,reverse
gene=ybjD,gene=ybjD,916473,918131,1659,forward
gene=aqpZ,gene=aqpZ,915352,916047,696,reverse
gene=ybjE,gene=ybjE,913958,914857,900,reverse
gene=hcp,gene=hcp,912162,913814,1653,reverse
gene=hcr,gene=hcr,911182,912150,969,reverse
gene=poxB,gene=poxB,909331,911049,1719,reverse
gene=ltaE,gene=ltaE,908293,909294,1002,reverse
gene=ybjT,gene=ybjT,906852,908282,1431,reverse
gene=ybjS,gene=ybjS,905740,906753,1014,reverse
gene=amiD,gene=amiD,904913,905743,831,forward
gene=ybjQ,gene=ybjQ,904593,904916,324,forward
gene=ybjP,gene=ybjP,903952,904467,516,reverse
gene=artP,gene=artP,903006,903734,729,reverse
gene=artI,gene=artI,902257,902988,732,reverse
gene=artQ,gene=artQ,901534,902250,717,reverse
gene=artM,gene=artM,900866,901534,669,reverse
gene=artJ,gene=artJ,899844,900575,732,reverse
gene=rlmC,gene=rlmC,898518,899645,1128,forward
gene=ybjO,gene=ybjO,897989,898477,489,forward
gene=potI,gene=potI,897084,897929,846,forward
gene=potH,gene=potH,896134,897087,954,forward
gene=potG,gene=potG,894991,896124,1134,forward
gene=potF,gene=potF,893784,894896,1113,forward
gene=ybjN,gene=ybjN,892957,893433,477,forward
gene=rimK,gene=rimK,891967,892869,903,forward
gene=nfsA,gene=nfsA,891184,891906,723,forward
gene=ybjC,gene=ybjC,890913,891200,288,forward
gene=grxA,gene=grxA,890496,890753,258,reverse
gene=ybjM,gene=ybjM,890089,890466,378,forward
gene=ybjL,gene=ybjL,888134,889819,1686,reverse
gene=rcdA,gene=rcdA,887423,887959,537,forward
gene=ybjJ,gene=ybjJ,886131,887339,1209,reverse
gene=ybjI,gene=ybjI,885316,886131,816,reverse
gene=ybjH,gene=ybjH,884946,885230,285,reverse
gene=mdfA,gene=mdfA,883673,884905,1233,forward
gene=ybjG,gene=ybjG,882792,883388,597,reverse
gene=deoR,gene=deoR,881976,882734,759,reverse
gene=dacC,gene=dacC,880727,881929,1203,forward
gene=gstB,gene=gstB,879854,880480,627,reverse
gene=yliI,gene=yliI,878742,879857,1116,forward
gene=bssR,gene=bssR,878248,878631,384,forward
gene=rimO,gene=rimO,876710,878035,1326,reverse
gene=yliF,gene=yliF,875335,876663,1329,forward
gene=yliE,gene=yliE,872979,875327,2349,forward
gene=gsiD,gene=gsiD,871890,872801,912,forward
gene=gsiC,gene=gsiC,870967,871887,921,forward
gene=gsiB,gene=gsiB,869411,870949,1539,forward
gene=gsiA,gene=gsiA,867520,869391,1872,forward
gene=iaaA,gene=iaaA,866568,867533,966,forward
gene=moeA,gene=moeA,865129,866364,1236,reverse
gene=moeB,gene=moeB,864380,865129,750,reverse
gene=fsaA,gene=fsaA,863642,864304,663,forward
gene=ybiY,gene=ybiY,862612,863511,900,reverse
gene=ybiW,gene=ybiW,860174,862606,2433,reverse
gene=ybiV,gene=ybiV,859213,860028,816,reverse
gene=ybiU,gene=ybiU,857796,859061,1266,reverse
gene=ybiT,gene=ybiT,855963,857555,1593,forward
gene=ldtB,gene=ldtB,854824,855744,921,reverse
gene=ybiR,gene=ybiR,853647,854765,1119,forward
gene=mntR,gene=mntR,853183,853650,468,forward
gene=mntS,gene=mntS,852869,852997,129,reverse
gene=opgE,gene=opgE,851014,852597,1584,reverse
gene=ompX,gene=ompX,850450,850965,516,forward
gene=rhtA,gene=rhtA,849210,850097,888,reverse
gene=dps,gene=dps,848408,848911,504,reverse
gene=glnH,gene=glnH,847258,848004,747,reverse
gene=glnP,gene=glnP,846460,847119,660,reverse
gene=glnQ,gene=glnQ,845741,846463,723,reverse
gene=ybiO,gene=ybiO,843255,845480,2226,reverse
gene=rlmF,gene=rlmF,842332,843258,927,forward
gene=mcbA,gene=mcbA,841796,842056,261,reverse
gene=fiu,gene=fiu,839249,841531,2283,reverse
gene=ybiX,gene=ybiX,838530,839207,678,reverse
gene=ybiI,gene=ybiI,838190,838456,267,reverse
gene=ybiJ,gene=ybiJ,837665,837925,261,reverse
gene=ybiC,gene=ybiC,836351,837436,1086,forward
gene=ybiB,gene=ybiB,835248,836210,963,forward
gene=dinG,gene=dinG,833070,835220,2151,forward
gene=ybiA,gene=ybiA,832468,832950,483,reverse
gene=rhlE,gene=rhlE,830872,832236,1365,forward
gene=ybiH,gene=ybiH,829972,830643,672,reverse
gene=ybhG,gene=ybhG,828974,829972,999,reverse
gene=ybhF,gene=ybhF,827245,828981,1737,reverse
gene=ybhS,gene=ybhS,826119,827252,1134,reverse
gene=ybhR,gene=ybhR,825002,826108,1107,reverse
gene=ybhQ,gene=ybhQ,824630,825040,411,forward
gene=ybhP,gene=ybhP,823736,824497,762,reverse
gene=clsB,gene=clsB,822498,823739,1242,reverse
gene=ybhN,gene=ybhN,821542,822498,957,reverse
gene=ybhM,gene=ybhM,820793,821506,714,forward
gene=ybhL,gene=ybhL,819884,820588,705,forward
gene=moaE,gene=moaE,819295,819747,453,forward
gene=moaD,gene=moaD,819048,819293,246,forward
gene=moaC,gene=moaC,818570,819055,486,forward
gene=moaB,gene=moaB,818055,818567,513,forward
gene=moaA,gene=moaA,817044,818033,990,forward
gene=ybhK,gene=ybhK,815739,816647,909,reverse
gene=uvrB,gene=uvrB,813526,815547,2022,forward
gene=bioD,gene=bioD,812270,812947,678,forward
gene=bioC,gene=bioC,811522,812277,756,forward
gene=bioF,gene=bioF,810381,811535,1155,forward
gene=bioB,gene=bioB,809344,810384,1041,forward
gene=bioA,gene=bioA,807968,809257,1290,reverse
gene=ybhB,gene=ybhB,807433,807909,477,reverse
gene=ybhC,gene=ybhC,805998,807281,1284,reverse
gene=ybhJ,gene=ybhJ,803503,805764,2262,forward
gene=ybhI,gene=ybhI,801887,803320,1434,forward
gene=ybhH,gene=ybhH,800759,801811,1053,forward
gene=ybhD,gene=ybhD,799622,800575,954,reverse
gene=pgl,gene=pgl,798586,799581,996,forward
gene=ybhA,gene=ybhA,797613,798431,819,reverse
gene=modC,gene=modC,796554,797612,1059,forward
gene=modB,gene=modB,795862,796551,690,forward
gene=modA,gene=modA,795089,795862,774,forward
gene=acrZ,gene=acrZ,794773,794922,150,forward
gene=modE,gene=modE,793856,794644,789,reverse
gene=modF,gene=modF,792316,793788,1473,reverse
gene=galE,gene=galE,791039,792055,1017,reverse
gene=galT,gene=galT,789983,791029,1047,reverse
gene=galK,gene=galK,788831,789979,1149,reverse
gene=galM,gene=galM,787797,788837,1041,reverse
gene=gpmA,gene=gpmA,786843,787595,753,reverse
gene=aroG,gene=aroG,785633,786685,1053,forward
gene=ybgS,gene=ybgS,784937,785317,381,reverse
gene=zitB,gene=zitB,783882,784823,942,reverse
gene=pnuC,gene=pnuC,783166,783885,720,forward
gene=nadA,gene=nadA,782085,783128,1044,forward
gene=ybgF,gene=ybgF,779598,780389,792,forward
gene=pal,gene=pal,779067,779588,522,forward
gene=tolB,gene=tolB,777740,779032,1293,forward
gene=tolA,gene=tolA,776342,777607,1266,forward
gene=tolR,gene=tolR,775849,776277,429,forward
gene=tolQ,gene=tolQ,775153,775845,693,forward
gene=ybgC,gene=ybgC,774752,775156,405,forward
gene=ybgE,gene=ybgE,774309,774602,294,forward
gene=cydX,gene=cydX,774196,774309,114,forward
gene=cydB,gene=cydB,773042,774181,1140,forward
gene=cydA,gene=cydA,771458,773026,1569,forward
gene=mngB,gene=mngB,767978,770611,2634,forward
gene=mngA,gene=mngA,765984,767960,1977,forward
gene=mngR,gene=mngR,765153,765875,723,reverse
gene=sucD,gene=sucD,764180,765049,870,forward
gene=sucC,gene=sucC,763014,764180,1167,forward
gene=sucB,gene=sucB,761522,762739,1218,forward
gene=sucA,gene=sucA,758706,761507,2802,forward
gene=sdhB,gene=sdhB,757689,758405,717,forward
gene=sdhA,gene=sdhA,755907,757673,1767,forward
gene=sdhD,gene=sdhD,755560,755907,348,forward
gene=sdhC,gene=sdhC,755177,755566,390,forward
gene=gltA,gene=gltA,753185,754468,1284,reverse
gene=ybgD,gene=ybgD,752229,752795,567,reverse
gene=ybgQ,gene=ybgQ,749722,752169,2448,reverse
gene=ybgP,gene=ybgP,748979,749707,729,reverse
gene=ybgO,gene=ybgO,747921,748982,1062,reverse
gene=abrB,gene=abrB,746723,747769,1047,reverse
gene=nei,gene=nei,745935,746726,792,forward
gene=ybgL,gene=ybgL,745165,745899,735,forward
gene=ybgK,gene=ybgK,744243,745175,933,forward
gene=ybgJ,gene=ybgJ,743593,744249,657,forward
gene=ybgI,gene=ybgI,742827,743570,744,forward
gene=dtpD,gene=dtpD,741075,742556,1482,reverse
gene=phr,gene=phr,739507,740925,1419,forward
gene=ybgA,gene=ybgA,739001,739510,510,forward
gene=ybfD,gene=ybfD,738092,738853,762,forward
gene=ybfC,gene=ybfC,735650,736219,570,forward
gene=ybfB,gene=ybfB,733776,734102,327,forward
gene=rhsC,gene=rhsC,729583,733776,4194,forward
gene=ybfA,gene=ybfA,729134,729340,207,forward
gene=kdpF,gene=kdpF,728732,728821,90,reverse
gene=kdpA,gene=kdpA,727059,728732,1674,reverse
gene=kdpB,gene=kdpB,724988,727036,2049,reverse
gene=kdpC,gene=kdpC,724407,724979,573,reverse
gene=kdpD,gene=kdpD,721730,724414,2685,reverse
gene=kdpE,gene=kdpE,721056,721733,678,reverse
gene=ybfK,gene=ybfK,720583,720840,258,forward
gene=speF,gene=speF,718262,720460,2199,reverse
gene=potE,gene=potE,716946,718265,1320,reverse
gene=ybfP,gene=ybfP,715412,715906,495,forward
gene=pgm,gene=pgm,713558,715198,1641,forward
gene=seqA,gene=seqA,712987,713532,546,forward
gene=ybfF,gene=ybfF,712038,712802,765,reverse
gene=ybfE,gene=ybfE,711605,711898,294,reverse
gene=fldA,gene=fldA,710935,711465,531,reverse
gene=uof,gene=uof,710639,710725,87,reverse
gene=fur,gene=fur,710200,710646,447,reverse
gene=chiQ,gene=chiQ,709790,710116,327,forward
gene=chiP,gene=chiP,708334,709740,1407,forward
gene=glnS,gene=glnS,706093,707757,1665,forward
gene=nagE,gene=nagE,703944,705890,1947,forward
gene=nagB,gene=nagB,702811,703611,801,reverse
gene=nagA,gene=nagA,701603,702751,1149,reverse
gene=nagC,gene=nagC,700374,701594,1221,reverse
gene=umpH,gene=umpH,699574,700326,753,reverse
gene=asnB,gene=asnB,697513,699177,1665,reverse
gene=ubiF,gene=ubiF,695101,696276,1176,forward
gene=miaB,gene=miaB,693531,694955,1425,reverse
gene=ybeZ,gene=ybeZ,692338,693378,1041,reverse
gene=ybeY,gene=ybeY,691874,692341,468,reverse
gene=ybeX,gene=ybeX,690906,691784,879,reverse
gene=lnt,gene=lnt,689343,690881,1539,reverse
gene=insH1,gene=insH1,687997,689013,1017,reverse
gene=gltI,gene=gltI,686839,687747,909,reverse
gene=gltJ,gene=gltJ,685929,686669,741,reverse
gene=gltK,gene=gltK,685255,685929,675,reverse
gene=gltL,gene=gltL,684530,685255,726,reverse
gene=rihA,gene=rihA,683477,684412,936,reverse
gene=hscC,gene=hscC,681723,683393,1671,reverse
gene=djlC,gene=djlC,680212,681663,1452,forward
gene=ybeU,gene=ybeU,679508,680215,708,forward
gene=ybeT,gene=ybeT,678852,679406,555,reverse
gene=djlB,gene=djlB,677415,678842,1428,forward
gene=ybeR,gene=ybeR,676711,677418,708,forward
gene=ybeQ,gene=ybeQ,675570,676547,978,reverse
gene=ybeL,gene=ybeL,675018,675500,483,forward
gene=leuS,gene=leuS,672201,674783,2583,reverse
gene=lptE,gene=lptE,671605,672186,582,reverse
gene=holA,gene=holA,670574,671605,1032,reverse
gene=nadD,gene=nadD,669931,670572,642,reverse
gene=cobC,gene=cobC,669296,669907,612,reverse
gene=rsfS,gene=rsfS,668719,669036,318,reverse
gene=rlmH,gene=rlmH,668248,668715,468,reverse
gene=mrdA,gene=mrdA,666316,668217,1902,reverse
gene=mrdB,gene=mrdB,665201,666313,1113,reverse
gene=rlpA,gene=rlpA,664102,665190,1089,reverse
gene=dacA,gene=dacA,662752,663963,1212,reverse
gene=ybeD,gene=ybeD,662379,662642,264,reverse
gene=lipB,gene=lipB,661637,662278,642,reverse
gene=ybeF,gene=ybeF,660425,661378,954,reverse
gene=lipA,gene=lipA,659251,660216,966,reverse
gene=tatE,gene=tatE,658947,659150,204,forward
gene=flc,gene=flc,657555,657938,384,reverse
gene=cspE,gene=cspE,657292,657501,210,forward
gene=pagP,gene=pagP,656557,657117,561,forward
gene=dcuC,gene=dcuC,654583,655968,1386,reverse
gene=citB,gene=citB,653862,654542,681,forward
gene=citA,gene=citA,652235,653893,1659,forward
gene=citC,gene=citC,650798,651856,1059,reverse
